question_id,stage,sub_category,answer
Q0042,통증 유발/완화 요인,trigger_posture,오래 서 있으면 아파요
Q0042,통증 유발/완화 요인,trigger_posture,활동하면 통증이 심해져요
Q0042,통증 유발/완화 요인,trigger_posture,가만히 있으면 괜찮아요
Q0042,통증 유발/완화 요인,trigger_posture,누우면 좀 괜찮아요
Q0042,통증 유발/완화 요인,trigger_posture,움직이면 조금 나아져요
Q0042,통증 유발/완화 요인,trigger_posture,앉아 있으면 더 아픕니다.
Q0042,통증 유발/완화 요인,trigger_posture,오래 서 있으면 심해져요.
Q0042,통증 유발/완화 요인,trigger_posture,걸으면 더 아파요.
Q0042,통증 유발/완화 요인,trigger_posture,계단 내려갈 때 아픕니다.
Q0042,통증 유발/완화 요인,trigger_posture,허리를 숙이면 통증이 올라와요.
Q0042,통증 유발/완화 요인,trigger_posture,허리를 펴면 조금 편합니다.
Q0042,통증 유발/완화 요인,trigger_posture,누우면 좀 괜찮아져요.
Q0042,통증 유발/완화 요인,trigger_posture,가만히 있으면 괜찮아요.
Q0042,통증 유발/완화 요인,trigger_posture,움직이면 더 아파요.
Q0042,통증 유발/완화 요인,trigger_posture,기침하면 허리까지 울립니다.
Q0042,통증 유발/완화 요인,trigger_posture,고개를 돌리면 목이 아픕니다.
Q0042,통증 유발/완화 요인,trigger_posture,팔을 올리면 어깨가 아파요.
Q0043,통증 유발/완화 요인,trigger_posture,걸으면 더 아파요
Q0043,통증 유발/완화 요인,trigger_posture,움직이면 아파요
Q0043,통증 유발/완화 요인,trigger_posture,앉아 있으면 더 아파요
Q0043,통증 유발/완화 요인,trigger_posture,오래 서 있으면 아파요
Q0043,통증 유발/완화 요인,trigger_posture,활동하면 통증이 심해져요
Q0043,통증 유발/완화 요인,trigger_posture,가만히 있으면 괜찮아요
Q0043,통증 유발/완화 요인,trigger_posture,누우면 좀 괜찮아요
Q0043,통증 유발/완화 요인,trigger_posture,움직이면 조금 나아져요
Q0043,통증 유발/완화 요인,trigger_posture,앉아 있으면 더 아픕니다.
Q0043,통증 유발/완화 요인,trigger_posture,오래 서 있으면 심해져요.
Q0043,통증 유발/완화 요인,trigger_posture,걸으면 더 아파요.
Q0043,통증 유발/완화 요인,trigger_posture,계단 내려갈 때 아픕니다.
Q0043,통증 유발/완화 요인,trigger_posture,허리를 숙이면 통증이 올라와요.
Q0043,통증 유발/완화 요인,trigger_posture,허리를 펴면 조금 편합니다.
Q0043,통증 유발/완화 요인,trigger_posture,누우면 좀 괜찮아져요.
Q0043,통증 유발/완화 요인,trigger_posture,가만히 있으면 괜찮아요.
Q0043,통증 유발/완화 요인,trigger_posture,움직이면 더 아파요.
Q0043,통증 유발/완화 요인,trigger_posture,기침하면 허리까지 울립니다.
Q0043,통증 유발/완화 요인,trigger_posture,고개를 돌리면 목이 아픕니다.
Q0043,통증 유발/완화 요인,trigger_posture,팔을 올리면 어깨가 아파요.
Q0044,통증 유발/완화 요인,trigger_posture,걸으면 더 아파요
Q0044,통증 유발/완화 요인,trigger_posture,움직이면 아파요
Q0044,통증 유발/완화 요인,trigger_posture,앉아 있으면 더 아파요
Q0044,통증 유발/완화 요인,trigger_posture,오래 서 있으면 아파요
Q0044,통증 유발/완화 요인,trigger_posture,활동하면 통증이 심해져요
Q0044,통증 유발/완화 요인,trigger_posture,가만히 있으면 괜찮아요
Q0044,통증 유발/완화 요인,trigger_posture,누우면 좀 괜찮아요
Q0044,통증 유발/완화 요인,trigger_posture,움직이면 조금 나아져요
Q0044,통증 유발/완화 요인,trigger_posture,앉아 있으면 더 아픕니다.
Q0044,통증 유발/완화 요인,trigger_posture,오래 서 있으면 심해져요.
Q0044,통증 유발/완화 요인,trigger_posture,걸으면 더 아파요.
Q0044,통증 유발/완화 요인,trigger_posture,계단 내려갈 때 아픕니다.
Q0044,통증 유발/완화 요인,trigger_posture,허리를 숙이면 통증이 올라와요.
Q0044,통증 유발/완화 요인,trigger_posture,허리를 펴면 조금 편합니다.
Q0044,통증 유발/완화 요인,trigger_posture,누우면 좀 괜찮아져요.
Q0044,통증 유발/완화 요인,trigger_posture,가만히 있으면 괜찮아요.
Q0044,통증 유발/완화 요인,trigger_posture,움직이면 더 아파요.
Q0044,통증 유발/완화 요인,trigger_posture,기침하면 허리까지 울립니다.
Q0044,통증 유발/완화 요인,trigger_posture,고개를 돌리면 목이 아픕니다.
Q0044,통증 유발/완화 요인,trigger_posture,팔을 올리면 어깨가 아파요.
Q0045,통증 유발/완화 요인,trigger_posture,걸으면 더 아파요
Q0045,통증 유발/완화 요인,trigger_posture,움직이면 아파요
Q0045,통증 유발/완화 요인,trigger_posture,앉아 있으면 더 아파요
Q0045,통증 유발/완화 요인,trigger_posture,오래 서 있으면 아파요
Q0045,통증 유발/완화 요인,trigger_posture,활동하면 통증이 심해져요
Q0045,통증 유발/완화 요인,trigger_posture,가만히 있으면 괜찮아요
Q0045,통증 유발/완화 요인,trigger_posture,누우면 좀 괜찮아요
Q0045,통증 유발/완화 요인,trigger_posture,움직이면 조금 나아져요
Q0045,통증 유발/완화 요인,trigger_posture,앉아 있으면 더 아픕니다.
Q0045,통증 유발/완화 요인,trigger_posture,오래 서 있으면 심해져요.
Q0045,통증 유발/완화 요인,trigger_posture,걸으면 더 아파요.
Q0045,통증 유발/완화 요인,trigger_posture,계단 내려갈 때 아픕니다.
Q0045,통증 유발/완화 요인,trigger_posture,허리를 숙이면 통증이 올라와요.
Q0045,통증 유발/완화 요인,trigger_posture,허리를 펴면 조금 편합니다.
Q0045,통증 유발/완화 요인,trigger_posture,누우면 좀 괜찮아져요.
Q0045,통증 유발/완화 요인,trigger_posture,가만히 있으면 괜찮아요.
Q0045,통증 유발/완화 요인,trigger_posture,움직이면 더 아파요.
Q0045,통증 유발/완화 요인,trigger_posture,기침하면 허리까지 울립니다.
Q0045,통증 유발/완화 요인,trigger_posture,고개를 돌리면 목이 아픕니다.
Q0045,통증 유발/완화 요인,trigger_posture,팔을 올리면 어깨가 아파요.
Q0046,통증 유발/완화 요인,severity,걸으면 더 아파요
Q0046,통증 유발/완화 요인,severity,움직이면 아파요
Q0046,통증 유발/완화 요인,severity,앉아 있으면 더 아파요
Q0046,통증 유발/완화 요인,severity,오래 서 있으면 아파요
Q0046,통증 유발/완화 요인,severity,활동하면 통증이 심해져요
Q0046,통증 유발/완화 요인,severity,가만히 있으면 괜찮아요
Q0046,통증 유발/완화 요인,severity,누우면 좀 괜찮아요
Q0046,통증 유발/완화 요인,severity,움직이면 조금 나아져요
Q0046,통증 유발/완화 요인,severity,참을 만해요.
Q0046,통증 유발/완화 요인,severity,많이 아파요.
Q0046,통증 유발/완화 요인,severity,너무 아파요.
Q0046,통증 유발/완화 요인,severity,움직이기 힘들어요.
Q0046,통증 유발/완화 요인,severity,잠을 못 잘 정도로 아파요.
Q0046,통증 유발/완화 요인,severity,일상생활이 어렵습니다.
Q0046,통증 유발/완화 요인,severity,조금 불편한 정도입니다.
Q0046,통증 유발/완화 요인,severity,걸을 때마다 심합니다.
Q0046,통증 유발/완화 요인,severity,가끔 심해집니다.
Q0046,통증 유발/완화 요인,severity,계속 신경 쓰일 정도입니다.
Q0047,통증 유발/완화 요인,severity,참을 만해요.
Q0047,통증 유발/완화 요인,severity,많이 아파요.
Q0047,통증 유발/완화 요인,severity,너무 아파요.
Q0047,통증 유발/완화 요인,severity,움직이기 힘들어요.
Q0047,통증 유발/완화 요인,severity,잠을 못 잘 정도로 아파요.
Q0047,통증 유발/완화 요인,severity,일상생활이 어렵습니다.
Q0047,통증 유발/완화 요인,severity,조금 불편한 정도입니다.
Q0047,통증 유발/완화 요인,severity,걸을 때마다 심합니다.
Q0047,통증 유발/완화 요인,severity,가끔 심해집니다.
Q0047,통증 유발/완화 요인,severity,계속 신경 쓰일 정도입니다.
Q0048,통증 유발/완화 요인,dental_trigger,가끔 찬물 마시거나 음식 씹을 때 통증이 심해요.
Q0048,통증 유발/완화 요인,dental_trigger,찬물 마시면 시립니다.
Q0048,통증 유발/완화 요인,dental_trigger,음식 씹을 때 통증이 심해요.
Q0048,통증 유발/완화 요인,dental_trigger,딱딱한 걸 씹으면 아파요.
Q0048,통증 유발/완화 요인,dental_trigger,입을 크게 벌리면 아픕니다.
Q0048,통증 유발/완화 요인,dental_trigger,가만히 있을 때는 괜찮아요.
Q0048,통증 유발/완화 요인,dental_trigger,따뜻한 물은 괜찮습니다.
Q0048,통증 유발/완화 요인,dental_trigger,찬바람 맞으면 시려요.
Q0048,통증 유발/완화 요인,dental_trigger,오른쪽으로 씹을 때 아픕니다.
Q0049,통증 동반증상,associated,어지럽고 울렁거려요
Q0049,통증 동반증상,associated,통증 때문에 잠을 못 자요
Q0049,통증 동반증상,associated,아파서 깜짝깜짝 놀라요
Q0049,통증 동반증상,associated,약 먹으면 붓는 것 같아요
Q0049,통증 동반증상,associated,머리가 아프고 어지러워요
Q0049,통증 동반증상,associated,구역질이 나고 울렁거려요
Q0049,통증 동반증상,associated,열이 나면서 아파요
Q0049,통증 동반증상,associated,식은땀이 나요
Q0049,통증 동반증상,associated,기운이 없고 힘이 빠져요
Q0049,통증 동반증상,associated,다른 데도 같이 아파요
Q0049,통증 동반증상,associated,다리가 저려요.
Q0049,통증 동반증상,associated,발목 힘이 빠집니다.
Q0049,통증 동반증상,associated,감각이 둔합니다.
Q0049,통증 동반증상,associated,발이 붓습니다.
Q0049,통증 동반증상,associated,열감이 있어요.
Q0049,통증 동반증상,associated,어지럽고 울렁거려요.
Q0049,통증 동반증상,associated,구역질이 납니다.
Q0049,통증 동반증상,associated,식은땀이 나요.
Q0049,통증 동반증상,associated,다른 증상은 없어요.
Q0049,통증 동반증상,associated,무릎 관절도 같이 아파요.
Q0050,통증 동반증상,associated,어지럽고 울렁거려요
Q0050,통증 동반증상,associated,통증 때문에 잠을 못 자요
Q0050,통증 동반증상,associated,아파서 깜짝깜짝 놀라요
Q0050,통증 동반증상,associated,약 먹으면 붓는 것 같아요
Q0050,통증 동반증상,associated,머리가 아프고 어지러워요
Q0050,통증 동반증상,associated,구역질이 나고 울렁거려요
Q0050,통증 동반증상,associated,열이 나면서 아파요
Q0050,통증 동반증상,associated,식은땀이 나요
Q0050,통증 동반증상,associated,기운이 없고 힘이 빠져요
Q0050,통증 동반증상,associated,다른 데도 같이 아파요
Q0050,통증 동반증상,associated,다리가 저려요.
Q0050,통증 동반증상,associated,발목 힘이 빠집니다.
Q0050,통증 동반증상,associated,감각이 둔합니다.
Q0050,통증 동반증상,associated,발이 붓습니다.
Q0050,통증 동반증상,associated,열감이 있어요.
Q0050,통증 동반증상,associated,어지럽고 울렁거려요.
Q0050,통증 동반증상,associated,구역질이 납니다.
Q0050,통증 동반증상,associated,식은땀이 나요.
Q0050,통증 동반증상,associated,다른 증상은 없어요.
Q0050,통증 동반증상,associated,무릎 관절도 같이 아파요.
Q0051,통증 동반증상,sleep,어지럽고 울렁거려요
Q0051,통증 동반증상,sleep,통증 때문에 잠을 못 자요
Q0051,통증 동반증상,sleep,아파서 깜짝깜짝 놀라요
Q0051,통증 동반증상,sleep,약 먹으면 붓는 것 같아요
Q0051,통증 동반증상,sleep,머리가 아프고 어지러워요
Q0051,통증 동반증상,sleep,구역질이 나고 울렁거려요
Q0051,통증 동반증상,sleep,열이 나면서 아파요
Q0051,통증 동반증상,sleep,식은땀이 나요
Q0051,통증 동반증상,sleep,기운이 없고 힘이 빠져요
Q0051,통증 동반증상,sleep,다른 데도 같이 아파요
Q0051,통증 동반증상,sleep,통증 때문에 잠을 못 잡니다.
Q0051,통증 동반증상,sleep,자다가 아파서 깹니다.
Q0051,통증 동반증상,sleep,밤새 뒤척입니다.
Q0051,통증 동반증상,sleep,누우면 더 아파서 잠들기 힘들어요.
Q0051,통증 동반증상,sleep,진통제를 먹으면 잘 잡니다.
Q0051,통증 동반증상,sleep,수면에는 큰 문제 없습니다.
Q0051,통증 동반증상,sleep,새벽에 통증이 심해져요.
Q0051,통증 동반증상,sleep,옆으로 누우면 깹니다.
Q0052,통증 동반증상,associated,다리가 저려요.
Q0052,통증 동반증상,associated,발목 힘이 빠집니다.
Q0052,통증 동반증상,associated,감각이 둔합니다.
Q0052,통증 동반증상,associated,발이 붓습니다.
Q0052,통증 동반증상,associated,열감이 있어요.
Q0052,통증 동반증상,associated,어지럽고 울렁거려요.
Q0052,통증 동반증상,associated,구역질이 납니다.
Q0052,통증 동반증상,associated,식은땀이 나요.
Q0052,통증 동반증상,associated,다른 증상은 없어요.
Q0052,통증 동반증상,associated,무릎 관절도 같이 아파요.
Q0052,통증 동반증상,associated,팔까지 저립니다.
Q0052,통증 동반증상,associated,손이 저리고 힘이 빠져요.
Q0052,통증 동반증상,associated,발가락 감각이 이상합니다.
Q0052,통증 동반증상,associated,소변 보기가 불편합니다.
Q0052,통증 동반증상,associated,대변 조절이 어렵습니다.
Q0053,통증 동반증상,swelling,발목이 부어요.
Q0053,통증 동반증상,swelling,손가락이 붓습니다.
Q0053,통증 동반증상,swelling,무릎 주변이 부었습니다.
Q0053,통증 동반증상,swelling,약 먹으면 얼굴이 붓는 것 같아요.
Q0053,통증 동반증상,swelling,다리는 붓지 않아요.
Q0053,통증 동반증상,swelling,오른쪽 발등이 부어요.
Q0053,통증 동반증상,swelling,저녁에 더 붓습니다.
Q0053,통증 동반증상,swelling,아침에는 붓기가 덜합니다.
Q0054,통증 동반증상,associated,"허리디스크 부위도 아프지만, 무릎 관절도 계속 아파요."
Q0054,통증 동반증상,associated,다리가 저려요.
Q0054,통증 동반증상,associated,발목 힘이 빠집니다.
Q0054,통증 동반증상,associated,감각이 둔합니다.
Q0054,통증 동반증상,associated,발이 붓습니다.
Q0054,통증 동반증상,associated,열감이 있어요.
Q0054,통증 동반증상,associated,어지럽고 울렁거려요.
Q0054,통증 동반증상,associated,구역질이 납니다.
Q0054,통증 동반증상,associated,식은땀이 나요.
Q0054,통증 동반증상,associated,다른 증상은 없어요.
Q0054,통증 동반증상,associated,무릎 관절도 같이 아파요.
Q0054,통증 동반증상,associated,팔까지 저립니다.
Q0054,통증 동반증상,associated,손이 저리고 힘이 빠져요.
Q0054,통증 동반증상,associated,발가락 감각이 이상합니다.
Q0054,통증 동반증상,associated,소변 보기가 불편합니다.
Q0054,통증 동반증상,associated,대변 조절이 어렵습니다.
Q0055,통증 시간대/상황별 변화,trigger_posture,아침에 일어날 때 더 아파요
Q0055,통증 시간대/상황별 변화,trigger_posture,아침에는 몸이 뻣뻣하고 아파요
Q0055,통증 시간대/상황별 변화,trigger_posture,밤에 통증이 더 심해요
Q0055,통증 시간대/상황별 변화,trigger_posture,밤에 특히 더 욱신거려요
Q0055,통증 시간대/상황별 변화,trigger_posture,자다가 아파서 깰 때가 있어요
Q0055,통증 시간대/상황별 변화,trigger_posture,잠을 잘 때도 계속 아파요
Q0055,통증 시간대/상황별 변화,trigger_posture,저녁에 잘 때 아파요
Q0055,통증 시간대/상황별 변화,trigger_posture,누워 있을 때 더 아파요
Q0055,통증 시간대/상황별 변화,trigger_posture,아침에는 덜 아픈데 밤에 더 아파요
Q0055,통증 시간대/상황별 변화,trigger_posture,일어나면 조금 괜찮아져요
Q0055,통증 시간대/상황별 변화,trigger_posture,시간과 상황에 상관없이 3-4시간 주기로 아파요.
Q0055,통증 시간대/상황별 변화,trigger_posture,앉았다 일어설 때 아파요.
Q0055,통증 시간대/상황별 변화,trigger_posture,앉아 있으면 더 아픕니다.
Q0055,통증 시간대/상황별 변화,trigger_posture,오래 서 있으면 심해져요.
Q0055,통증 시간대/상황별 변화,trigger_posture,걸으면 더 아파요.
Q0055,통증 시간대/상황별 변화,trigger_posture,계단 내려갈 때 아픕니다.
Q0055,통증 시간대/상황별 변화,trigger_posture,허리를 숙이면 통증이 올라와요.
Q0055,통증 시간대/상황별 변화,trigger_posture,허리를 펴면 조금 편합니다.
Q0055,통증 시간대/상황별 변화,trigger_posture,누우면 좀 괜찮아져요.
Q0055,통증 시간대/상황별 변화,trigger_posture,가만히 있으면 괜찮아요.
Q0056,통증 시간대/상황별 변화,trigger_posture,아침에 일어날 때 더 아파요
Q0056,통증 시간대/상황별 변화,trigger_posture,아침에는 몸이 뻣뻣하고 아파요
Q0056,통증 시간대/상황별 변화,trigger_posture,밤에 통증이 더 심해요
Q0056,통증 시간대/상황별 변화,trigger_posture,밤에 특히 더 욱신거려요
Q0056,통증 시간대/상황별 변화,trigger_posture,자다가 아파서 깰 때가 있어요
Q0056,통증 시간대/상황별 변화,trigger_posture,잠을 잘 때도 계속 아파요
Q0056,통증 시간대/상황별 변화,trigger_posture,저녁에 잘 때 아파요
Q0056,통증 시간대/상황별 변화,trigger_posture,누워 있을 때 더 아파요
Q0056,통증 시간대/상황별 변화,trigger_posture,아침에는 덜 아픈데 밤에 더 아파요
Q0056,통증 시간대/상황별 변화,trigger_posture,일어나면 조금 괜찮아져요
Q0056,통증 시간대/상황별 변화,trigger_posture,시간과 상황에 상관없이 3-4시간 주기로 아파요.
Q0056,통증 시간대/상황별 변화,trigger_posture,앉았다 일어설 때 아파요.
Q0056,통증 시간대/상황별 변화,trigger_posture,앉아 있으면 더 아픕니다.
Q0056,통증 시간대/상황별 변화,trigger_posture,오래 서 있으면 심해져요.
Q0056,통증 시간대/상황별 변화,trigger_posture,걸으면 더 아파요.
Q0056,통증 시간대/상황별 변화,trigger_posture,계단 내려갈 때 아픕니다.
Q0056,통증 시간대/상황별 변화,trigger_posture,허리를 숙이면 통증이 올라와요.
Q0056,통증 시간대/상황별 변화,trigger_posture,허리를 펴면 조금 편합니다.
Q0056,통증 시간대/상황별 변화,trigger_posture,누우면 좀 괜찮아져요.
Q0056,통증 시간대/상황별 변화,trigger_posture,가만히 있으면 괜찮아요.
Q0057,통증 시간대/상황별 변화,time_variation,아침에 일어날 때 더 아파요
Q0057,통증 시간대/상황별 변화,time_variation,아침에는 몸이 뻣뻣하고 아파요
Q0057,통증 시간대/상황별 변화,time_variation,밤에 통증이 더 심해요
Q0057,통증 시간대/상황별 변화,time_variation,밤에 특히 더 욱신거려요
Q0057,통증 시간대/상황별 변화,time_variation,자다가 아파서 깰 때가 있어요
Q0057,통증 시간대/상황별 변화,time_variation,잠을 잘 때도 계속 아파요
Q0057,통증 시간대/상황별 변화,time_variation,저녁에 잘 때 아파요
Q0057,통증 시간대/상황별 변화,time_variation,누워 있을 때 더 아파요
Q0057,통증 시간대/상황별 변화,time_variation,아침에는 덜 아픈데 밤에 더 아파요
Q0057,통증 시간대/상황별 변화,time_variation,일어나면 조금 괜찮아져요
Q0057,통증 시간대/상황별 변화,time_variation,시간과 상황에 상관없이 3-4시간 주기로 아파요.
Q0057,통증 시간대/상황별 변화,time_variation,앉았다 일어설 때 아파요.
Q0057,통증 시간대/상황별 변화,time_variation,아침에 일어날 때 더 아파요.
Q0057,통증 시간대/상황별 변화,time_variation,저녁에 더 심해집니다.
Q0057,통증 시간대/상황별 변화,time_variation,밤에 특히 욱신거려요.
Q0057,통증 시간대/상황별 변화,time_variation,자다가 아파서 깹니다.
Q0057,통증 시간대/상황별 변화,time_variation,오후부터 심해져요.
Q0057,통증 시간대/상황별 변화,time_variation,하루 종일 비슷합니다.
Q0057,통증 시간대/상황별 변화,time_variation,활동하고 나면 저녁에 심합니다.
Q0057,통증 시간대/상황별 변화,time_variation,일어나서 움직이면 조금 풀립니다.
Q0058,통증 시간대/상황별 변화,trigger_posture,아침에 일어날 때 더 아파요
Q0058,통증 시간대/상황별 변화,trigger_posture,아침에는 몸이 뻣뻣하고 아파요
Q0058,통증 시간대/상황별 변화,trigger_posture,밤에 통증이 더 심해요
Q0058,통증 시간대/상황별 변화,trigger_posture,밤에 특히 더 욱신거려요
Q0058,통증 시간대/상황별 변화,trigger_posture,자다가 아파서 깰 때가 있어요
Q0058,통증 시간대/상황별 변화,trigger_posture,잠을 잘 때도 계속 아파요
Q0058,통증 시간대/상황별 변화,trigger_posture,저녁에 잘 때 아파요
Q0058,통증 시간대/상황별 변화,trigger_posture,누워 있을 때 더 아파요
Q0058,통증 시간대/상황별 변화,trigger_posture,아침에는 덜 아픈데 밤에 더 아파요
Q0058,통증 시간대/상황별 변화,trigger_posture,일어나면 조금 괜찮아져요
Q0058,통증 시간대/상황별 변화,trigger_posture,시간과 상황에 상관없이 3-4시간 주기로 아파요.
Q0058,통증 시간대/상황별 변화,trigger_posture,앉았다 일어설 때 아파요.
Q0058,통증 시간대/상황별 변화,trigger_posture,앉아 있으면 더 아픕니다.
Q0058,통증 시간대/상황별 변화,trigger_posture,오래 서 있으면 심해져요.
Q0058,통증 시간대/상황별 변화,trigger_posture,걸으면 더 아파요.
Q0058,통증 시간대/상황별 변화,trigger_posture,계단 내려갈 때 아픕니다.
Q0058,통증 시간대/상황별 변화,trigger_posture,허리를 숙이면 통증이 올라와요.
Q0058,통증 시간대/상황별 변화,trigger_posture,허리를 펴면 조금 편합니다.
Q0058,통증 시간대/상황별 변화,trigger_posture,누우면 좀 괜찮아져요.
Q0058,통증 시간대/상황별 변화,trigger_posture,가만히 있으면 괜찮아요.
Q0059,통증 시간대/상황별 변화,trigger_posture,아침에 일어날 때 더 아파요
Q0059,통증 시간대/상황별 변화,trigger_posture,아침에는 몸이 뻣뻣하고 아파요
Q0059,통증 시간대/상황별 변화,trigger_posture,밤에 통증이 더 심해요
Q0059,통증 시간대/상황별 변화,trigger_posture,밤에 특히 더 욱신거려요
Q0059,통증 시간대/상황별 변화,trigger_posture,자다가 아파서 깰 때가 있어요
Q0059,통증 시간대/상황별 변화,trigger_posture,잠을 잘 때도 계속 아파요
Q0059,통증 시간대/상황별 변화,trigger_posture,저녁에 잘 때 아파요
Q0059,통증 시간대/상황별 변화,trigger_posture,누워 있을 때 더 아파요
Q0059,통증 시간대/상황별 변화,trigger_posture,아침에는 덜 아픈데 밤에 더 아파요
Q0059,통증 시간대/상황별 변화,trigger_posture,일어나면 조금 괜찮아져요
Q0059,통증 시간대/상황별 변화,trigger_posture,시간과 상황에 상관없이 3-4시간 주기로 아파요.
Q0059,통증 시간대/상황별 변화,trigger_posture,앉았다 일어설 때 아파요.
Q0059,통증 시간대/상황별 변화,trigger_posture,앉아 있으면 더 아픕니다.
Q0059,통증 시간대/상황별 변화,trigger_posture,오래 서 있으면 심해져요.
Q0059,통증 시간대/상황별 변화,trigger_posture,걸으면 더 아파요.
Q0059,통증 시간대/상황별 변화,trigger_posture,계단 내려갈 때 아픕니다.
Q0059,통증 시간대/상황별 변화,trigger_posture,허리를 숙이면 통증이 올라와요.
Q0059,통증 시간대/상황별 변화,trigger_posture,허리를 펴면 조금 편합니다.
Q0059,통증 시간대/상황별 변화,trigger_posture,누우면 좀 괜찮아져요.
Q0059,통증 시간대/상황별 변화,trigger_posture,가만히 있으면 괜찮아요.
Q0060,통증 시간대/상황별 변화,severity,아침에 일어날 때 더 아파요
Q0060,통증 시간대/상황별 변화,severity,아침에는 몸이 뻣뻣하고 아파요
Q0060,통증 시간대/상황별 변화,severity,밤에 통증이 더 심해요
Q0060,통증 시간대/상황별 변화,severity,밤에 특히 더 욱신거려요
Q0060,통증 시간대/상황별 변화,severity,자다가 아파서 깰 때가 있어요
Q0060,통증 시간대/상황별 변화,severity,잠을 잘 때도 계속 아파요
Q0060,통증 시간대/상황별 변화,severity,저녁에 잘 때 아파요
Q0060,통증 시간대/상황별 변화,severity,누워 있을 때 더 아파요
Q0060,통증 시간대/상황별 변화,severity,아침에는 덜 아픈데 밤에 더 아파요
Q0060,통증 시간대/상황별 변화,severity,일어나면 조금 괜찮아져요
Q0060,통증 시간대/상황별 변화,severity,시간과 상황에 상관없이 3-4시간 주기로 아파요.
Q0060,통증 시간대/상황별 변화,severity,앉았다 일어설 때 아파요.
Q0060,통증 시간대/상황별 변화,severity,참을 만해요.
Q0060,통증 시간대/상황별 변화,severity,많이 아파요.
Q0060,통증 시간대/상황별 변화,severity,너무 아파요.
Q0060,통증 시간대/상황별 변화,severity,움직이기 힘들어요.
Q0060,통증 시간대/상황별 변화,severity,잠을 못 잘 정도로 아파요.
Q0060,통증 시간대/상황별 변화,severity,일상생활이 어렵습니다.
Q0060,통증 시간대/상황별 변화,severity,조금 불편한 정도입니다.
Q0060,통증 시간대/상황별 변화,severity,걸을 때마다 심합니다.
Q0061,통증 시간대/상황별 변화,trigger_posture,앉아 있으면 더 아픕니다.
Q0061,통증 시간대/상황별 변화,trigger_posture,오래 서 있으면 심해져요.
Q0061,통증 시간대/상황별 변화,trigger_posture,걸으면 더 아파요.
Q0061,통증 시간대/상황별 변화,trigger_posture,계단 내려갈 때 아픕니다.
Q0061,통증 시간대/상황별 변화,trigger_posture,허리를 숙이면 통증이 올라와요.
Q0061,통증 시간대/상황별 변화,trigger_posture,허리를 펴면 조금 편합니다.
Q0061,통증 시간대/상황별 변화,trigger_posture,누우면 좀 괜찮아져요.
Q0061,통증 시간대/상황별 변화,trigger_posture,가만히 있으면 괜찮아요.
Q0061,통증 시간대/상황별 변화,trigger_posture,움직이면 더 아파요.
Q0061,통증 시간대/상황별 변화,trigger_posture,기침하면 허리까지 울립니다.
Q0061,통증 시간대/상황별 변화,trigger_posture,고개를 돌리면 목이 아픕니다.
Q0061,통증 시간대/상황별 변화,trigger_posture,팔을 올리면 어깨가 아파요.
Q0061,통증 시간대/상황별 변화,trigger_posture,쪼그려 앉으면 무릎이 아파요.
Q0061,통증 시간대/상황별 변화,trigger_posture,운전하고 나면 허리가 뻐근합니다.
Q0061,통증 시간대/상황별 변화,trigger_posture,아침에 일어날 때 더 아파요.
Q0062,통증 시간대/상황별 변화,trigger_posture,앉아 있으면 더 아픕니다.
Q0062,통증 시간대/상황별 변화,trigger_posture,오래 서 있으면 심해져요.
Q0062,통증 시간대/상황별 변화,trigger_posture,걸으면 더 아파요.
Q0062,통증 시간대/상황별 변화,trigger_posture,계단 내려갈 때 아픕니다.
Q0062,통증 시간대/상황별 변화,trigger_posture,허리를 숙이면 통증이 올라와요.
Q0062,통증 시간대/상황별 변화,trigger_posture,허리를 펴면 조금 편합니다.
Q0062,통증 시간대/상황별 변화,trigger_posture,누우면 좀 괜찮아져요.
Q0062,통증 시간대/상황별 변화,trigger_posture,가만히 있으면 괜찮아요.
Q0062,통증 시간대/상황별 변화,trigger_posture,움직이면 더 아파요.
Q0062,통증 시간대/상황별 변화,trigger_posture,기침하면 허리까지 울립니다.
Q0062,통증 시간대/상황별 변화,trigger_posture,고개를 돌리면 목이 아픕니다.
Q0062,통증 시간대/상황별 변화,trigger_posture,팔을 올리면 어깨가 아파요.
Q0062,통증 시간대/상황별 변화,trigger_posture,쪼그려 앉으면 무릎이 아파요.
Q0062,통증 시간대/상황별 변화,trigger_posture,운전하고 나면 허리가 뻐근합니다.
Q0062,통증 시간대/상황별 변화,trigger_posture,아침에 일어날 때 더 아파요.
Q0063,통증 시간대/상황별 변화,trigger_posture,앉아 있으면 더 아픕니다.
Q0063,통증 시간대/상황별 변화,trigger_posture,오래 서 있으면 심해져요.
Q0063,통증 시간대/상황별 변화,trigger_posture,걸으면 더 아파요.
Q0063,통증 시간대/상황별 변화,trigger_posture,계단 내려갈 때 아픕니다.
Q0063,통증 시간대/상황별 변화,trigger_posture,허리를 숙이면 통증이 올라와요.
Q0063,통증 시간대/상황별 변화,trigger_posture,허리를 펴면 조금 편합니다.
Q0063,통증 시간대/상황별 변화,trigger_posture,누우면 좀 괜찮아져요.
Q0063,통증 시간대/상황별 변화,trigger_posture,가만히 있으면 괜찮아요.
Q0063,통증 시간대/상황별 변화,trigger_posture,움직이면 더 아파요.
Q0063,통증 시간대/상황별 변화,trigger_posture,기침하면 허리까지 울립니다.
Q0063,통증 시간대/상황별 변화,trigger_posture,고개를 돌리면 목이 아픕니다.
