origin,gloss,category
11150,"놀다,실업",기타
3988,뽑다,기타
6802,"떠나다,송별,이별,작별,헤어지다",기타
8213,어마어마하다,개념 > 정도
9350,"가루,분말",개념 > 모양
6683,"구급차,응급차,앰뷸런스",사회생활 > 교통
10925,십일월,개념 > 시간
12110,입장,기타
23975,"종류,계통",기타
8944,"성적,염소,점수",교육 > 교수 학습 행위
4237,"하릴없다,어쩔 수 없다",기타
8671,"절대,공,공공,결코,절대로",기타
4322,"귀찮다,불편,성가시다",인간 > 감정
11998,"싫다,싫어하다",인간 > 감정
7598,"최고,달성,이루다,이룩하다",개념 > 정도
12103,"자유,임의,마구,마음껏,마음대로,멋대로,제멋대로,함부로",삶 > 삶의 상태
11004,"갈비,늑골,갈비뼈",식생활 > 식재료
12704,"교사,교원,사범,선생,스승,교직자",기타
7223,어깨,인간 > 신체 부위 및 내부 구성
6785,간,인간 > 신체 부위 및 내부 구성
7367,당뇨병,삶 > 병과 증상
8963,입원,삶 > 치료
7584,금연,기타
7390,결핵,삶 > 병과 증상
1400,한약,삶 > 치료
2773,예전,개념 > 시간
5028,공범,기타
7308,맥주,식생활 > 음료
213,운동화,"의생활 > 모자, 신발, 장신구"
7792,소주,식생활 > 음료
182,한 적 없다,기타
1047,허벅다리,인간 > 신체 부위 및 내부 구성
1300,발목,인간 > 신체 부위 및 내부 구성
1519,발가락,인간 > 신체 부위 및 내부 구성
3593,본래,기타
7147,옆구리,인간 > 신체 부위 및 내부 구성
7658,적있다,기타
7773,씹다,인간 > 신체 행위
7828,열,삶 > 병과 증상
7980,손가락,인간 > 신체 부위 및 내부 구성
8010,신다,기타
8983,진동,기타
9062,저리다,인간 > 감각
9673,추천,삶 > 치료
10941,아무,기타
11765,이것,기타
11922,둘레,기타
11950,며칠전,삶 > 치료
12475,종아리,인간 > 신체 부위 및 내부 구성
12836,손등,인간 > 신체 부위 및 내부 구성
12910,밤낮,개념 > 시간
12939,깜짝,인간 > 감각
14158,고혈압,삶 > 병과 증상
14164,골다공증,삶 > 병과 증상
14165,골반,인간 > 신체 부위 및 내부 구성
14183,관절,삶 > 병과 증상
14297,두통,인간 > 생리 현상
14363,무릎,인간 > 신체 부위 및 내부 구성
14385,발,인간 > 신체 부위 및 내부 구성
14577,손목,인간 > 신체 부위 및 내부 구성
14671,알레르기,인간 > 생리 현상
14679,암,삶 > 병과 증상
14736,완화,인간 > 신체 행위
14756,위염,삶 > 병과 증상
14989,진통제,삶 > 치료
15012,척추,인간 > 신체 부위 및 내부 구성
15096,공팥병,삶 > 병과 증상
16727,인대,삶 > 병과 증상
19011,역사,기타
20090,서부터,기타
20804,하이픈,기타
100221,여러 번,기타
100257,끊다,삶 > 삶의 행위
100288,안움직임,인간 > 신체 행위
100336,앉았다가일어나다,인간 > 신체 행위
100342,찌릿찌릿,인간 > 감각
100368,꼬리뼈,인간 > 신체 부위 및 내부 구성
100402,둘중하나,기타
100448,올리다,기타
100516,손가락마디,인간 > 신체 부위 및 내부 구성
101002,간염,삶 > 병과 증상
101003,간지러움,인간 > 생리 현상
101004,간질환,삶 > 병과 증상
101005,개비,삶 > 삶의 행위
101006,고지혈증,삶 > 병과 증상
101010,뇌혈관질환,삶 > 병과 증상
101011,누워있다,인간 > 신체 행위
101012,당김,인간 > 감각
101013,두부,기타
101014,디스크1,삶 > 병과 증상
101015,따가움,인간 > 감각
101016,발뒤꿈치,인간 > 신체 부위 및 내부 구성
101017,발바닥,인간 > 신체 부위 및 내부 구성
101018,부작용1,인간 > 생리 현상
101019,부종,인간 > 생리 현상
101020,불타는 듯하다,인간 > 감각
101021,뻐근,인간 > 감각
101022,소염진통제,삶 > 치료
101023,속이 안좋다,인간 > 생리 현상
101024,시림,인간 > 감각
101025,시큰,인간 > 감각
101026,앉아 있다,인간 > 신체 행위
101027,암1,삶 > 병과 증상
101028,행동1(움직이다),개념 > 정도
101031,음식,인간 > 신체 행위
101033,잠 깨다,인간 > 생리 현상
101034,전기처럼,인간 > 감각
101035,찬물,인간 > 신체 행위
101036,콕콕,인간 > 감각
101038,항생제,삶 > 치료
101039,항우울제,삶 > 치료
200202,척추뼈,인간 > 신체 부위 및 내부 구성
200947,두드러기,인간 > 생리 현상
500001,귀밑뼈,인간 > 신체 부위 및 내부 구성
500002,기운이 없다,인간 > 생리 현상
500003,나1,기타
500004,명치,인간 > 신체 부위 및 내부 구성
500005,목움직임,기타
500006,반병,삶 > 삶의 행위
500007,발걸음을 무겁게 옮기다,기타
500009,뻐근하고 당기다,인간 > 감각
500010,시술,기타
500012,욱신욱신,인간 > 감각
500013,입을 벌리고 닫다,기타
500014,전혀없다,기타
500016,진단받다,삶 > 병과 증상
500017,했다,기타
9594,치료,삶 > 치료
12407,가끔,기타
8622,관절,인간 > 신체 부위 및 내부 구성
6536,"마치,척하다,체하다,처럼",기타
1409,피부,인간 > 신체 부위 및 내부 구성
12410,"가령,만약",기타
9098,엑스레이,기타
12508,혹시,기타
6993,척추,인간 > 신체 부위 및 내부 구성
3682,근육,인간 > 신체 부위 및 내부 구성
8799,어디,개념 > 의문
10964,"병원,의원",삶 > 치료
2911,안과,삶 > 치료
3078,보약,식생활 > 음식
3468,일상생활,기타
9654,"체중,몸무게",기타
7461,"둘째,두 번째",개념 > 순서
5771,"서류,문서",사회생활 > 직장 생활
4797,한의원,삶 > 치료
7419,두통,삶 > 병과 증상
23937,두통,삶 > 병과 증상
10341,"동네,마을",주생활 > 주거지역 및 형태
6595,"망각,잊다,잊어버리다",기타
7618,정부,정치와 행정 > 정치 및 행정 주체
14585,수면제,삶 > 치료
6818,계획,인간 > 인지 행위
1241,"종신,생애,일생,평생,필생,한평생",기타
514,퇴원,삶 > 치료
12117,졸리다,인간 > 생리 현상
7711,의사,사회생활 > 직업
862,"갱생,회복",기타
8451,바늘,기타
5624,"평상,평상시,평소",기타
6086,독감,삶 > 병과 증상
7808,"얼음,얼음장",식생활 > 식재료
4795,"잠깐,잠시",개념 > 시간
3759,건조,기타
6441,몸살,삶 > 병과 증상
11921,고민,인간 > 인지 행위
9481,"올해,금년,당년,올",개념 > 시간
11317,알아서 하다,기타
75,"피,출혈,혈,혈액",인간 > 신체 부위 및 내부 구성
8198,커피,식생활 > 음료
7691,부활,종교 > 종교어
8147,"오후,점심 후",개념 > 시간
11721,"시원하다,평화,화평",자연 > 날씨 및 온도
14709,연고,삶 > 치료
3714,"나머지,남다,여분",개념 > 양
9209,성공,삶 > 삶의 행위
9593,치과,삶 > 치료
11877,바깥,개념 > 위치 및 방향
6463,"비,강우,비가 내리다",자연 > 날씨 및 온도
6172,"병자,환자",기타
642,힘없다,삶 > 병과 증상
3122,보호자,기타
473,"평균,평균값,평균치",개념 > 정도
7583,금식,기타
14094,간호사,경제생활
10979,마스크,기타
2246,"에어컨,냉방",주생활 > 생활 용품
9833,어색하다,인간 > 성격 및 태도
6775,가짜,기타
7586,"금주,술을 끊다",기타
107,파악,기타
636,"목록,식순,순서,안건",기타
11943,"금주,이번 주",개념 > 시간
7988,엉뚱하다,인간 > 성격 및 태도
1877,"통보,알리다",기타
14340,면역,삶 > 병과 증상
263,증명서,기타
6770,"가족,식구,세대,가구",삶 > 가족 관계 및 행사
1545,물약,삶 > 치료
211,"우두머리,두목,수장",기타
2402,"오랜만,오래간만,오랫동안,오랜,모처럼",개념 > 시간
7842,봄,개념 > 시간
7968,세월,개념 > 시간
6577,막걸리,식생활 > 음료
5472,"낫다,치유",삶 > 병과 증상
7256,"어떻게,어찌",개념 > 의문
9631,직접,기타
6303,교수,사회생활 > 직업
7641,"정신차리다,가다듬다",기타
9568,잠수,기타
9666,"추석,한가위",개념 > 시간
4353,"타인,남",사회생활 > 인간관계
7629,"충청남도,충남",나라명 및 지명 > 지명
11234,그,개념 > 인칭
6937,"주위,주변,둘레",개념 > 위치 및 방향
10686,"삭제,고무,고무지우개,지우다",기타
9561,취미,삶 > 여가 생활
11869,"사탕,알사탕,캔디",식생활 > 음식
564,"띄다,뜨이다",기타
10412,"맡기다,소장,놓다,놓아두다,두다",기타
475,평면도,기타
10223,"행복,복",인간 > 감정
24045,"이중,중복",기타
7798,속다,기타
9101,"보라,보라색",개념 > 색깔
6182,"무선,전기,전자",기타
842,"가지고 다니다,휴대",기타
11883,어리다,인간 > 용모
6562,(공기의)순환,기타
4704,끈적끈적,기타
6521,"선조,조상",삶 > 가족 관계 및 행사
7076,"욕심,탐",인간 > 감정
10457,"문자,글자",기타
10985,미안,인간 > 감정
1406,한편,기타
11544,"낡다,부패,묵다,썩다,헌",기타
9387,"고프다,시장,굶다,배고프다",인간 > 감각
6369,"깨다,깨뜨리다,파괴,파손",삶 > 삶의 행위
23939,마리아,기타
1801,"묶다,매듭",인간 > 신체 행위
8424,"착각,착오",인간 > 인지 행위
6755,딱 맞다,기타
11984,안개,자연 > 날씨 및 온도
2311,"회계,재정",경제생활 > 경제 행위
5407,"서울,서울시",나라명 및 지명 > 지명
794,격주,기타
11502,"근방,가까이,근처,부근,인근",기타
3758,"건의,제의",사회생활 > 언어
6675,교환,경제생활 > 경제 행위
6150,뱉다,인간 > 신체 행위
8101,요리,식생활 > 식사 및 조리
4663,굽다,식생활 > 식사 및 조리
10135,삼키다,기타
9460,맛없다,식생활 > 식사 및 조리
4483,군,정치와 행정 > 사법 및 치안 주체
5671,벌,기타
3965,첫날,개념 > 시간
1064,헌혈,기타
4615,골프,삶 > 운동 및 경기
6177,"내리다,하차",사회생활 > 교통
6747,닭,동식물 > 동물류
9694,젖,인간 > 신체 부위 및 내부 구성
4787,초록색,개념 > 색깔
11714,"승낙,수락,승인,허가,허락,허용",사회생활 > 사회 활동
7859,울다,인간 > 신체 행위
12460,"자결,자살,자해",기타
9675,"축구,차다",삶 > 운동 및 경기
4351,"타월,수건",기타
3787,보건소,삶 > 치료
8128,열중쉬어,기타
9366,"개월,몇 개월",개념 > 시간
24041,(바지를)입다,의생활 > 의복 착용
6531,마주치다,기타
4578,"거리,길거리,통행",사회생활 > 교통
1524,깜박대다,기타
6225,농담,사회생활 > 언어
4528,꿀벌,동식물 > 곤충류
6794,동행,사회생활 > 사회 활동
15046,충치,삶 > 병과 증상
11972,어기다,기타
12773,동사무소,기타
7575,미끄러지다,인간 > 신체 행위
10027,"교란,짬뽕,혼합,섞다",사회생활 > 사회 활동
8317,"(모자를)쓰다,모자(를 쓰다)",인간 > 신체 행위
6621,"납부,납입,지급,지불,내다",경제생활 > 경제 행위
10377,"뜨다,개안",인간 > 신체 행위
7790,"반대,반하다,반-",기타
11194,"가득,차다",개념 > 양
4434,"고함,비명,아우성,부르짖다,외치다,지르다,소리를 지르다,소리치다",인간 > 신체 행위
9206,"성격,-성,성미,성질,질",인간 > 성격 및 태도
9904,"젖다,적시다",기타
11506,"글월,문,문구,문장",기타
11035,"되돌아오다,돌아오다,귀환",기타
10762,"순서,목차,순번,순위,절차,차례,프로그램",개념 > 순서
11800,김치,식생활 > 음식
3507,"결손,손해,손실",기타
9786,"빈틈없다,완벽",기타
9403,이전,개념 > 순서
9180,분열,사회생활 > 사회 활동
9997,"탄압,압박,억압",기타
2211,"소수점,점",기타
12535,"놀이,놀다",삶 > 여가 생활
7469,"머리카락,모발,두발,머리털",인간 > 신체 부위 및 내부 구성
11325,"필기,쓰다,적다,쓰기,저술,서술",교육 > 교수 학습 행위
7824,연습,교육 > 교수 학습 행위
9346,"가꾸다,기르다,배양,양성,양육,육성,키우다",기타
2648,(영어지문자)시,기타
4751,"갓난아기,갓난아이,아기,영아,젖먹이",기타
6716,기관지,인간 > 신체 부위 및 내부 구성
7845,(과일)배,식생활 > 과일
2511,띵하다,기타
1214,"공,영",개념 > 수
5806,서쪽,개념 > 위치 및 방향
12548,"문득,언뜻",기타
7001,"안내,어서 들어오세요,어서 오세요",사회생활 > 사회 활동
4908,"수,운,운명,운수,점,천명",기타
10887,"의자,걸상",주생활 > 생활 용품
4529,"꿇다,무릎(을) 꿇다",인간 > 신체 행위
8337,바지,의생활 > 옷 종류
9869,"짜다,소금",기타
2731,옮다,기타
10650,"비율,백분율,퍼센트,성향",개념 > 정도
23866,매일,개념 > 시간
11236,긁어모으다,기타
7083,전파,기타
7875,유명,기타
7030,"친절,대우,접대,서비스,대접",인간 > 성격 및 태도
7946,상식,기타
5048,수영장,기타
5075,"소제,청소",기타
7145,"화상,영화",문화 > 문화 활동
12027,"손목시계,시계","의생활 > 모자, 신발, 장신구"
11871,"불,불타다",기타
8962,입술,인간 > 신체 부위 및 내부 구성
12437,"계절,사계,사계절,사철,철",개념 > 시간
6434,보내다,사회생활 > 사회 활동
11360,둘 중 어느 것,기타
7827,연필,교육 > 학습 관련 사물
3019,"내밀다,떠밀다,밀다",기타
5869,아르바이트,경제생활 > 경제 행위
6856,"단체,그룹,모임,부,부분,부서,서클,회",기타
9083,주간,기타
11534,"끓다,끓이다,데우다,때다,삶다",식생활 > 식사 및 조리
12632,반신반의,기타
5632,번개,자연 > 날씨 및 온도
10022,"고의,일부러",인간 > 성격 및 태도
4562,(머리를)감다,기타
23949,백,개념 > 수
18633,"비유,보기",사회생활 > 소통
8476,여름,개념 > 시간
5137,"유별나다,독특,유별스럽다",기타
7093,중학교,교육 > 교육 기관
9181,분위기,기타
7717,"외국,이국,타국",개념 > 지역
8941,사우나,기타
9139,백만,개념 > 수
11391,부딪히다,기타
11980,이용,기타
6512,생존,기타
6361,가방,"의생활 > 모자, 신발, 장신구"
2766,"연말,세밑",개념 > 시간
7508,경제,경제생활 > 경제 행위
7772,자정,개념 > 시간
2452,파란색,개념 > 색깔
3624,"열중,몰두",인간 > 성격 및 태도
2674,삐다,삶 > 병과 증상
11604,"먼지,티끌",기타
6000,줄넘기,삶 > 여가 생활
6883,"가위,가위질",교육 > 학습 관련 사물
7043,코끼리,동식물 > 동물류
9560,"충청북도,충북",나라명 및 지명 > 지명
7675,사무,사회생활 > 직장 생활
5590,"보수,수리,수선",기타
2336,"경악,깜짝,놀라다",인간 > 감정
12869,"넘기다,(다음으로)넘어가다",인간 > 신체 행위
12377,지시,사회생활 > 사회 활동
11288,"부르다,소환,호출",기타
6966,시키다,식생활 > 식사 및 조리
12,"국가시험,국가 고시",기타
10924,"십일,열하나",개념 > 수
11425,"열하나,십일",개념 > 수
12668,"열셋,십삼",개념 > 수
12790,"십삼,열셋",개념 > 수
10921,"십사,열넷",개념 > 수
11421,"열넷,십사",개념 > 수
12667,"열다섯,십오",개념 > 수
10922,"십오,열다섯",개념 > 수
12791,"십육,열여섯",개념 > 수
12793,"십칠,열일곱",개념 > 수
12670,"열일곱,십칠",개념 > 수
10926,"십팔,열여덟",개념 > 수
12669,"열여덟,십팔",개념 > 수
11423,"열아홉,십구",개념 > 수
10920,"십구,열아홉",개념 > 수
12865,"칠십,일흔",개념 > 수
3475,"일흔,칠십",개념 > 수
9136,백,개념 > 수
2939,"일백,백",개념 > 수
23981,천,개념 > 수
5426,만,개념 > 수
10398,만,개념 > 수
9837,억,개념 > 수
12003,반,교육 > 학교 시설
23974,절반,개념 > 정도
8890,(한)시,기타
3472,일월 일일,개념 > 시간
11667,첫돌,기타
6090,만점,개념 > 수
228,"전염병,돌림병",삶 > 병과 증상
297,최근,기타
1462,달성,기타
5361,서다,기타
5576,새롭다,기타
6159,불편,기타
6350,기본,기타
6854,단지,기타
7138,아침,기타
7696,살피다,기타
8075,중,기타
8225,원하다,기타
9160,사각,기타
9490,주말,기타
9818,약간,기타
9925,중요,기타
10107,울렁거리다,기타
10387,마음대로,기타
10783,시작,기타
10800,심하다,기타
10833,오래,기타
10843,온종일,기타
10891,이따금,기타
11057,"둘,이",개념 > 수
11311,"삼,셋",개념 > 수
11315,"아홉,구",개념 > 수
11454,전신,기타
11647,바라다,기타
12192,점수,기타
12351,정상,기타
12462,잠들다,기타
12724,날카롭다,기타
12832,전자,기타
14133,검진,삶 > 치료
14423,병,기타
14973,지속,기타
15118,통증,기타
15376,동작,기타
18941,앉다,기타
100177,먹다,기타
100218,붓다,기타
100302,긁다,기타
101001,날카로운 것으로 찌르다,기타
101007,골다공증1,기타
101008,관절,인간 > 신체 부위 및 내부 구성
101009,관절염1,기타
101029,위십이지장 궤양,기타
101030,위염,기타
101032,인대,기타
101037,항생제,기타
101040,힘빠지다,기타
200124,구토,기타
500008,변경,기타
500011,엉덩이,기타
500015,일등,개념 > 순서
